movieId,imdbId,tmdbId
492,107507,10440
493,107554,9516
494,116253,2320
495,74102,5879
496,111689,83718
497,107616,11971
499,107613,31911
500,107614,788
501,107653,21450
502,110657,11231
504,110678,10447
505,110687,31586
506,107756,9300
507,107808,9559
508,107818,9800
509,107822,713
510,107840,8291
511,107889,18133
512,111003,25557
513,110939,22588
514,110955,10872
515,107943,1245
516,110971,11858
517,107969,7007
518,111001,10467
519,107978,5550
520,107977,8005
521,107983,2088
522,105275,10412
523,108000,47889
524,108002,14534
526,105032,41878
527,108052,424
528,111094,35233
529,108065,14291
531,108071,11236
532,111127,11592
533,111143,8850
534,108101,10445
535,108122,695
536,111194,43535
537,111201,12519
538,108149,23210
539,108160,858
540,108162,867
541,83658,78
542,108186,13203
543,108174,10442
544,108238,11074
546,108255,9607
547,111323,17585
548,111400,9057
549,108328,20967
550,111418,10635
551,107688,9479
552,108333,10057
553,108358,11969
555,108399,319
556,108515,26408
558,110763,15139
562,114906,11446
563,107002,51980
564,109403,24405
567,107315,8223
568,106408,14587
569,110363,31504
573,107225,23637
574,111252,17600
575,110366,10897
577,109120,21352
579,108059,68806
580,110892,37345
581,112651,32562
583,109382,25403
585,112572,9066
586,99785,771
587,99653,251
588,103639,812
589,103064,280
590,99348,581
592,96895,268
593,102926,274
594,29583,408
595,101414,10020
596,32910,10895
597,100405,114
599,65214,576
600,110395,15477
602,109934,124472
605,117247,7300
606,112625,10824
608,116282,275
609,116552,25059
610,82509,11827
611,116514,8766
612,117283,23570
613,116684,47333
615,70506,51242
616,65421,10112
617,113083,4307
618,118001,46029
619,116165,32308
626,117891,28121
627,113613,12520
628,117381,1592
631,115509,19042
632,114671,38884
633,112844,47449
634,114658,36259
635,116275,41852
636,113122,40926
637,117608,9099
638,113448,2021
639,116414,61752
640,116095,10988
645,113947,12652
647,115956,10684
648,117060,954
649,109028,68445
650,117071,18989
653,116136,8840
656,116168,11107
661,116683,10539
662,116287,10543
663,116768,18414
665,114787,11902
667,112536,25087
668,48473,5801
670,52572,896
671,117128,3065
673,117705,2300
674,62711,8069
678,108181,27768
679,114307,221917
680,58898,8072
685,113443,33245
688,114048,27281
691,117104,40001
692,117688,29621
694,117774,20762
695,114736,37144
697,116289,12656
698,109593,38867
700,112368,25969
703,115742,43634
704,117420,9103
706,117784,29649
707,117107,10990
708,117979,8866
709,95776,12233
710,115851,23449
711,116322,36355
714,112817,922
715,113362,11876
718,108500,11687
719,117108,9304
720,118114,503475
722,113270,73183
724,115963,9100
725,116448,20759
726,116827,46063
728,112701,32513
731,116508,36915
733,117500,9802
735,109592,21588
736,117998,664
737,115624,11867
741,113568,9323
742,117894,10280
743,117723,10535
745,112691,532
747,117768,16299
748,115571,10547
750,57012,935
757,109688,40751
759,110480,85778
760,108211,11101
761,117331,9826
762,117765,9879
764,113280,22621
765,116669,7095
766,116594,26890
773,70820,77771
775,63715,41225
778,117951,627
779,118523,32872
780,116629,602
781,117737,14553
782,116277,9566
783,116583,10545
784,115798,9894
785,116778,11543
786,116213,9268
788,117218,9327
790,111546,81949
791,113610,
795,111237,44535
798,116040,11228
799,116365,10779
800,116905,26748
801,116493,38223
802,117333,9294
803,118113,49963
804,117628,11363
805,117913,1645
806,115530,31546
808,115493,36344
809,116320,18550
810,116756,11511
813,116823,34170
818,118073,12606
823,61495,4837
824,110246,12632
828,115472,18975
829,116707,11962
830,116313,2925
832,117438,3595
833,116531,9308
835,116353,18555
836,115857,12123
837,117008,10830
838,116191,3573
839,115986,10546
840,116571,18862
841,53459,31417
842,117826,9431
848,117718,47907
849,116225,10061
851,115632,549
852,117918,10478
858,68646,238
861,104558,11134
866,115736,9303
867,115836,23945
869,116745,22479
870,119214,9054
875,110693,410921
876,106544,38955
879,120004,11015
880,116654,9306
881,116311,12559
882,117965,58770
885,115725,3587
886,115783,10723
888,113596,19004
889,109001,101230
891,113253,10987
892,117991,44705
893,117093,20318
896,111019,26933
897,35896,27854
898,32904,981
899,45152,872
900,43278,2769
901,50419,13320
902,54698,164
903,52357,426
904,47396,567
905,25316,3078
906,36855,13528
907,25164,28288
908,53125,213
909,53604,284
910,53291,239
911,56923,4808
912,34583,289
913,33870,963
914,58385,11113
915,47437,6620
916,46250,804
917,31580,26531
918,37059,909
919,32138,630
920,31381,770
921,84370,31044
922,43014,599
923,33467,15
924,62622,62
926,42192,705
927,32143,22490
928,32976,223
929,32484,25670
930,38787,303
931,38109,4174
932,50105,8356
933,48728,381
934,42451,20758
935,45537,29376
936,31725,1859
937,50658,18299
938,51658,17281
940,29843,10907
941,32762,32093
942,37008,1939
943,39420,22292
944,29162,3598
945,27125,3080
946,35446,198
947,28010,13562
948,49261,1712
949,48028,220
950,25878,3529
951,32599,3085
952,48960,2897
953,38650,1585
954,31679,3083
955,29947,900
956,34012,43795
959,25586,43905
961,27893,23114
963,41509,40206
965,26029,260
968,63350,10331
969,43265,488
970,46414,22733
971,51459,261
973,33891,32574
976,22879,22649
979,114007,125587
981,118927,52855
982,48491,39940
984,117357,85328
986,116329,11076
987,118742,63945
988,116442,58985
990,117011,10861
991,117039,1770
993,116635,2033
994,115678,18203
996,116830,9333
998,117603,9400
999,115438,9401
1003,116259,11306
1004,116421,9625
1005,116000,10680
1006,115862,6346
1007,72653,18660
1008,47977,35115
1009,72951,14821
1010,64603,14136
1011,71607,10869
1012,50798,22660
1013,55277,19186
1014,54195,31102
1015,107131,6878
1016,53271,15944
1017,54357,18444
1018,59793,20723
1019,46672,173
1020,106611,864
1021,109127,24795
1022,42332,11224
1023,63819,81310
1024,38166,15947
1025,57546,9078
1027,102798,8367
1028,58331,433
1029,33563,11360
1030,76538,11114
1031,66817,12335
1032,43274,12092
1033,82406,10948
1034,116361,11229
1035,59742,15121
1036,95016,562
1037,104692,10163
1040,117582,47199
1041,117589,11159
1042,117887,9591
1043,117924,30500
1046,115640,10938
1047,116908,11412
1049,116409,10586
1050,116913,42314
1051,117958,27845
1053,117202,23223
1054,116404,49471
1055,120107,38153
1056,116722,25147
1057,116242,9716
1059,117509,454
1060,117802,10218
1061,117665,819
1064,115491,11238
1066,29546,31530
1068,39286,28120
1073,67992,252
1076,55018,16372
1077,70707,11561
1078,66808,11302
1079,95159,623
1080,79470,583
1081,84865,12614
1082,68334,21711
1083,59243,11575
1084,61418,475
1085,52027,11331
1086,46912,521
1088,92890,88
1089,105236,500
1090,91763,792
1091,98627,8491
1092,103772,402
1093,101761,10537
1094,104036,11386
1095,104348,9504
1096,84707,15764
1097,83866,601
1099,29992,25842
1100,99371,2119
1101,92099,744
1103,48545,221
1104,44081,702
1105,115885,25750
1107,102336,
1111,117040,9305
1112,117284,37616
1114,116378,21612
1116,113057,102461
1117,116581,36998
1119,112907,116844
1120,117318,1630
1121,116422,26626
1123,117320,124837
1124,82846,11816
1125,72081,11843
1126,101775,10379
1127,96754,2756
1128,80749,790
1129,82340,1103
1130,82533,11298
1131,91288,4480
1132,91480,4481
1135,81375,10765
1136,71853,762
1137,116587,44497
1140,116212,99479
1144,116886,124829
1147,118147,10548
1148,108598,531
1150,84589,4483
1151,109781,18919
1156,34493,61461
1161,78875,659
1162,69198,30892
1163,110521,86369
1167,116059,38554
1170,112483,36555
1171,103850,10608
1172,95765,11216
1173,97108,7452
1175,101700,892
1176,101765,1600
1177,101811,26561
1178,50825,975
1179,99703,18129
1180,102014,54405
1183,116209,409
1184,102426,38251
1185,97937,10161
1186,98724,1412
1187,105107,41768
1188,105488,10409
1189,96257,14285
1190,101026,2469
1191,102370,10174
1192,100332,31225
1193,73486,510
1194,78446,11455
1196,80684,1891
1197,93779,2493
1198,82971,85
1199,88846,68
1200,90605,679
1201,60196,429
1202,94336,13446
1203,50083,389
1204,56172,947
1206,66921,185
1207,56592,595
1208,78788,28
1209,64116,335
1210,86190,1892
1211,93191,144
1212,41959,1092
1213,99685,769
1214,78748,348
1215,106308,766
1216,95250,175
1217,89881,11645
1218,97202,10835
1219,54215,539
1220,80455,525
1221,71562,240
1222,93058,600
1223,104361,530
1224,97499,10705
1225,86879,279
1226,45061,3109
1227,87843,311
1228,81398,1578
1230,75686,703
1231,86197,9549
1232,79944,1398
1233,82096,387
1234,70735,9277
1235,67185,343
1236,103130,37291
1237,50976,490
1238,85859,11235
1240,88247,218
1241,103873,763
1242,97441,9665
1243,100519,18971
1244,79522,696
1245,100150,379
1246,97165,207
1247,61722,37247
1248,52311,1480
1249,100263,9322
1250,50212,826
1251,56801,422
1252,71315,829
1253,43456,828
1254,40897,3090
1255,92610,9964
1256,23969,3063
1257,88794,13667
1258,81505,694
1259,92005,235
1260,22100,832
1261,92991,765
1262,57115,5925
1263,77416,11778
1264,82269,4485
1265,107048,137
1266,105695,33
1267,56218,982
1268,100436,8428
1269,36613,212
1270,88763,105
1271,101921,1633
1272,66206,11202
1273,90967,1554
1274,94625,149
1275,91203,8009
1276,61512,903
1277,99334,11673
1278,72431,3034
1279,102536,339
1280,101640,10404
1281,32553,914
1282,32455,756
1283,44706,288
1284,38355,910
1285,97493,2640
1286,81534,16633
1287,52618,665
1288,88258,11031
1289,85809,11314
1290,94006,15143
1291,97576,89
1292,78841,10322
1293,83987,783
1295,96332,10644
1296,91867,11257
1297,89886,14370
1298,84503,12104
1299,87553,625
1300,89606,8816
1301,49223,830
1302,97351,2323
1303,73341,983
1304,64115,642
1305,87884,655
1306,101458,10341
1307,98635,639
1310,116589,30180
1312,116293,41801
1318,112537,18762
1320,103644,8077
1321,82010,814
1322,103678,41671
1323,85159,27214
1324,115535,52263
1325,106262,33519
1326,83550,16235
1327,78767,11449
1328,99030,41848
1329,71233,25944
1330,90655,24913
1331,75704,49126
1332,92632,32076
1333,56869,571
1334,51418,8851
1335,82083,37843
1336,101492,32146
1337,37549,30346
1339,103874,6114
1340,26138,229
1341,74258,13549
1342,103919,9529
1343,101540,1598
1344,55824,11349
1345,74285,7340
1346,83722,6217
1347,87800,377
1348,13442,653
1349,91651,28198
1350,75005,794
1351,115710,31640
1352,115495,8744
1353,117057,25189
1354,115751,145
1355,119791,2212
1356,117731,199
1357,117631,7863
1358,117666,12498
1359,116705,9279
1361,117293,17204
1363,117372,21539
1365,117477,12709
1366,115988,20539
1367,115433,11674
1370,99423,1573
1371,79945,152
1372,102975,174
1373,98382,172
1374,84726,154
1375,88170,157
1376,92007,168
1377,103776,364
1378,96487,11967
1379,100994,9086
1380,77631,621
1381,84021,9037
1382,100114,10173
1385,105690,8845
1387,73195,578
1388,77766,579
1389,85750,17692
1390,117119,17795
1391,116996,75
1392,115906,13891
1393,116695,9390
1394,93822,378
1395,94155,10896
1396,105435,2322
1397,115633,41240
1398,116621,26949
1399,116999,9819
1401,116410,31908
1405,115641,3179
1406,112769,1802
1407,117571,4232
1408,104691,9361
1409,117038,2928
1411,116477,10549
1412,117690,58102
1413,118163,18451
1414,117091,27265
1415,118100,49935
1416,116250,8818
1417,117364,36758
1419,67959,36040
1422,119731,9415
1423,116506,55146
1425,119115,12145
1426,120550,42424
1427,120390,34314
1428,112362,2892
1429,116704,9404
1430,120414,85242
1431,118708,9622
1432,119664,8860
1437,106535,14832
1438,118928,9619
1439,119644,40506
1440,106266,31000
1441,106387,4104
1442,119937,26306
1445,119640,14908
1446,116790,784
1447,119225,12489
1449,118111,16448
1453,118691,17894
1454,120238,28059
1456,119887,17949
1457,119141,1968
1458,120357,61563
1459,118548,66
1460,120317,20735
1461,120434,11419
1464,116922,638
1465,120036,25624
1466,119008,9366
1468,118750,21915
1473,118702,19952
1474,119432,9446
1475,116743,28005
1476,119951,9403
1477,119572,27322
1479,120053,10003
1480,120152,9311
1483,115964,884
1484,116041,49806
1485,119528,1624
1487,120094,16052
1488,118972,4477
1489,118829,24662
1490,118663,18423
1493,116931,76996
1495,120389,6499
1496,118623,50512
1497,119013,9405
1498,119381,12723
1499,118615,9360
1500,119229,9434
1502,116783,21626
1503,118541,13982
1507,119859,77223
1513,120032,9611
1514,116295,47694
1515,120461,10357
1516,115886,9977
1517,118655,816
1518,118771,2163
1519,115760,124680
1526,119109,12499
1527,119116,18
1529,119809,1811
1533,117398,105045
1537,117615,11239
1541,118556,2058
1542,115744,9450
1544,119567,330
1545,117359,38523
1546,117561,16375
1547,120118,33660
1549,114303,45671
1550,120373,17770
1551,118787,15170
1552,118880,1701
1554,114134,26422
1556,120179,1639
1562,118688,415
1564,120034,65889
1565,116502,11103
1566,119282,11970
1569,119738,8874
1571,115856,11956
1572,57345,266
1573,119094,754
1574,119098,37567
1580,119654,607
1581,119848,18080
1582,120512,38225
1583,120133,17834
1584,118884,686
1585,116930,65046
1586,119173,4421
1587,82198,9387
1588,119190,10603
1589,118887,2142
1590,119081,8413
1591,120177,10336
1592,118570,20737
1593,119896,9413
1594,119361,14585
1596,118818,49462
1597,118883,8834
1598,118966,9458
1599,120207,8854
1600,120112,38295
1601,119311,22073
1602,119509,37244
1603,119675,4961
1604,119695,9416
1605,119086,26180
1606,119484,17832
1608,118571,9772
1609,118531,6072
1610,99810,1669
1611,102494,468
1612,119465,32519
1613,120197,108401
1614,119360,10806
1615,119051,9433
1616,119874,6623
1617,119488,2118
1619,120102,978
1620,119468,9437
1621,120169,29461
1623,120524,10351
1624,120323,66588
1625,119174,2649
1626,119123,14289
1627,120399,10155
1629,119632,20457
1631,118647,18355
1633,120402,55306
1635,119349,68924
1639,118842,2255
1641,119164,9427
1642,116631,172545
1643,119280,17589
1644,119345,3597
1645,118971,1813
1646,120029,36797
1647,119906,12628
1648,119324,33344
1649,119107,25099
1650,120481,45019
1652,120539,62422
1653,119177,782
1654,119095,29911
1655,119891,9827
1656,120257,1959
1658,119535,8067
1659,119338,125052
1660,119080,45153
1661,119210,10871
1662,118900,14398
1663,83131,10890
1665,118689,1281
1667,119592,9770
1670,120490,14905
1671,119527,14583
1672,119978,11975
1673,118749,4995
1674,90329,9281
1675,119365,45928
1676,120201,563
1677,118901,61337
1678,107282,19931
1679,118836,31535
1680,120148,10215
1681,119707,9823
1682,120382,37165
1683,120520,45609
1684,119723,38904
1685,116592,45565
1686,119994,9407
1687,119395,4824
1688,118617,9444
1689,120483,9414
1690,118583,8078
1693,118607,11831
1694,118632,2895
1695,123385,39177
1696,118698,19601
1699,118804,22797
1701,118954,2639
1702,119137,9574
1703,119142,10371
1704,119217,489
1707,119303,9714
1711,119668,8197
1713,119715,6283
1717,120082,4233
1718,120222,191874
1719,120255,10217
1721,120338,597
1722,120347,714
1726,119925,9922
1727,119314,547
1729,119396,184
1730,119485,9746
1731,119718,9438
1732,118715,115
1733,118566,26941
1734,119590,27103
1735,119223,9410
1739,118539,32302
1746,120820,12538
1747,120885,586
1748,118929,2666
1752,120696,11258
1753,120693,9490
1754,119099,9411
1755,120122,25719
1757,112913,11220
1759,119815,21253
1760,120185,6116
1762,118956,9457
1767,119734,39424
1769,120008,11702
1770,120594,2923
1771,119784,12238
1772,118747,11568
1777,120888,11003
1779,120184,10153
1783,120782,30949
1784,119822,2898
1785,99939,9558
1791,119594,26269
1792,120873,11808
1793,120491,6970
1794,119574,47452
1797,120661,21736
1798,118744,17941
1799,120241,10668
1801,120744,9313
1804,120769,42807
1805,120890,617
1806,125454,36568
1807,120642,37272
1809,119250,5910
1810,119942,9440
1812,120510,32911
1816,124179,32456
1821,120772,17127
1824,119305,17133
1825,119905,19848
1826,120598,17644
1827,124295,1774
1829,118851,30265
1831,120738,2157
1833,120749,8838
1834,120176,29193
1835,120632,795
1836,120728,16980
1837,120773,27472
1839,120765,47881
1840,124718,9469
1841,119196,12488
1844,118819,267
1845,120906,16148
1848,118755,9449
1855,120725,31220
1856,138563,13907
1857,119987,29825
1858,117786,10622
1859,120265,30020
1860,119448,17139
1862,120841,10216
1863,120742,9771
1866,120609,9448
1867,120856,38618
1870,118925,78373
1873,119683,4415
1875,118866,55561
1876,120647,8656
1881,120800,18937
1882,120685,929
1883,118798,9452
1884,120669,1878
1885,120777,9844
1887,119053,14342
1888,119313,9715
1889,119375,26610
1891,120401,40961
1892,120787,1965
1893,116692,312
1894,120828,6068
1895,127723,15037
1897,139362,37636
1900,118849,21334
1902,116141,32284
1904,122529,37410
1906,119717,53765
1907,120762,10674
1909,120902,846
1910,126344,12655
1911,118998,3050
1912,120780,1389
1913,73540,11020
1914,120321,20862
1916,118789,9464
1917,120591,95
1918,122151,944
1919,123987,35680
1920,122718,11551
1921,138704,473
1922,140688,102304
1923,129387,544
1924,52077,10513
1926,19729,65203
1927,20629,143
1928,21746,42861
1929,22958,33680
1931,26752,12311
1932,27698,43277
1933,29146,43278
1934,30993,34106
1936,35093,27367
1937,36872,17661
1938,37884,28580
1939,36868,887
1940,39416,33667
1941,40416,23383
1942,41113,25430
1944,45793,11426
1945,47296,654
1946,48356,15919
1947,55614,1725
1948,57590,5769
1949,60665,874
1950,61811,10633
1951,63385,17917
1952,64665,3116
1953,67116,1051
1954,75148,1366
1955,79417,12102
1956,81283,16619
1957,82158,9443
1958,86425,11050
1959,89755,606
1960,93389,746
1961,95953,380
1962,97239,403
1963,65063,11485
1964,67309,466
1965,87995,13820
1966,100142,15389
1967,91369,13597
1968,88847,2108
1969,89686,10014
1970,93629,10072
1971,95742,10131
1972,97981,10160
1973,101917,11284
1974,80761,4488
1975,82418,9725
1976,83972,9728
1977,87298,9730
1978,89173,9731
1979,91080,10225
1980,95179,10281
1981,97388,10283
1982,77651,948
1983,82495,11281
1984,85636,10676
1985,95271,11357
1986,97474,11361
1987,81383,36599
1990,105179,41769
1991,94862,10585
1992,99253,11186
1993,103956,11187
1994,84516,609
1995,91778,11133
1996,95889,10306
1997,70047,9552
1998,76009,11586
1999,99528,11587
2000,93409,941
2001,97733,942
2002,104714,943
2003,87363,927
2004,99700,928
2005,89218,9340
2006,120746,9342
2007,119910,38509
2008,117898,60033
2009,70723,12101
2010,17136,19
2011,96874,165
2012,99088,196
2013,69113,551
2014,76054,16084
2015,54594,17984
2016,78790,22328
2017,54649,32611
2018,34492,3170
2019,47478,346
2020,94947,859
2021,87182,841
2022,95497,11051
2023,99674,242
2024,102757,1411
2025,119558,9769
2026,134619,9424
2027,120741,9835
2028,120815,857
2032,66811,20173
2033,88814,10957
2034,78869,9570
2035,62737,16249
2036,109287,13962
2037,75807,14612
2038,77305,19378
2040,65566,29228
2041,82199,19379
2042,109520,11164
2043,52722,18887
2044,82263,40866
2046,91059,10122
2048,91149,9994
2050,80861,12129
2051,76137,14140
2052,107120,10439
2053,104437,11158
2054,97523,9354
2055,77698,28736
2056,56095,34774
2057,57180,37969
2058,120768,9631
2059,120783,9820
2060,131857,14013
2064,98213,1779
2065,89853,10849
2066,39689,678
2067,59113,907
2068,83922,5961
2069,90203,47908
2070,86423,42121
2071,106273,2887
2072,96734,11974
2073,89126,20348
2074,71910,26648
2075,82736,11911
2076,90756,793
2077,89385,35144
2078,61852,9325
2080,48280,10340
2081,97757,10144
2082,104868,10414
2083,104940,10437
2084,104990,15300
2085,55254,12230
2087,46183,10693
2088,81353,11335
2089,100477,11135
2090,76618,11319
2091,78158,14822
2092,107952,15969
2093,89908,13155
2094,102803,10249
2095,75200,15943
2096,53285,10882
2097,86336,24808
2098,57518,19762
2099,38969,13850
2100,88161,2619
2102,19422,53565
2103,111359,41841
2104,84783,27332
2105,84827,97
2106,108265,10419
2107,120694,11675
2108,102250,2107
2109,79367,6471
2110,83798,9442
2111,85894,11591
2112,101969,13697
2114,86066,227
2115,87469,87
2116,77869,123
2117,87803,9314
2118,85407,11336
2119,91499,9980
2120,107665,10657
2121,85382,10489
2122,87050,10823
2123,96787,11497
2124,101272,2907
2125,120631,9454
2126,120832,8688
2130,80388,23954
2131,77711,12761
2132,61184,396
2133,92513,14367
2134,90305,11814
2135,61584,16081
2136,57372,18331
2137,70016,15171
2138,78480,11837
2139,84649,11704
2140,83791,11639
2141,90633,4978
2142,101329,10380
2143,89469,11976
2144,88128,15144
2145,91790,11522
2146,90060,11557
2147,90848,13853
2148,91223,11415
2149,93220,37530
2150,80801,8393
2151,97443,11937
2152,140796,21661
2153,118661,9320
2154,120703,33644
2155,120831,14662
2156,133413,125124
2159,99763,10692
2160,63522,805
2161,88323,34584
2162,100240,34636
2163,80391,2182
2164,94077,28070
2165,119517,77469
2166,124595,10278
2167,120611,36647
2169,118301,14557
2170,120901,9417
2171,119778,41469
2172,120692,19381
2174,94721,4011
2175,119033,161795
2176,40746,1580
2177,74512,5854
2178,68611,573
2179,65112,2370
2180,61107,5780
2181,58329,506
2182,51207,22527
2183,49470,574
2184,48750,11219
2185,45897,30159
2186,44079,845
2187,42994,1978
2188,120577,3682
2190,123324,46702
2193,96446,847
2194,94226,117
2195,120654,14577
2196,120724,37498
2201,39694,31667
2202,37017,13321
2203,36342,21734
2204,35279,31997
2205,33922,24197
2206,34248,11462
2207,31505,31995
2208,30341,940
2210,28212,12684
2211,28231,2761
2212,25452,8208
2226,18328,36056
2227,17075,2760
2231,128442,10220
2232,123755,431
2236,124879,22796
2239,73817,37916
2240,81207,21873
2241,85346,21500
2243,92699,12626
2244,92537,37818
