user_id,item_id,rating
922,128803,0.0
2735,99840,0.0
485,12843,0.0
2284,33240,0.0
10249,26545,0.0
189,95049,0.0
275,65411,0.0
2891,95690,0.0
629,129504,0.0
2957,111544,0.0
14185,55772,0.0
363,27538,0.0
832,98501,0.0
2031,74910,0.0
498,22924,0.0
5578,28552,0.0
8949,122025,0.0
15037,100926,0.0
18970,79996,0.0
16493,57683,0.0
3594,66244,0.0
2910,67702,0.0
1409,53638,0.0
51,45341,0.0
10899,67349,0.0
754,42042,0.0
19021,104795,0.0
7386,79316,0.0
775,136819,0.0
3354,135146,0.0
112,73313,0.0
159,15856,0.0
3249,169901,0.0
15057,37662,0.0
287,111754,0.0
2055,85238,0.0
819,161783,0.0
9467,70981,0.0
143,41536,0.0
4226,64316,0.0
771,107300,0.0
4872,164321,0.0
1618,110868,0.0
1948,22809,0.0
14594,54613,0.0
231,79358,0.0
2800,79095,0.0
94,114017,0.0
2107,66466,0.0
13064,67350,0.0
17,138836,0.0
3865,161398,0.0
10740,169283,0.0
7065,100759,0.0
394,99149,0.0
13712,133047,0.0
1379,84256,0.0
3211,109444,0.0
4035,74418,0.0
159,101749,0.0
21301,39908,0.0
1998,16446,0.0
176,139755,0.0
5062,18210,0.0
6200,146901,0.0
2327,7873,0.0
10903,19812,0.0
67,62255,0.0
17377,165026,0.0
6658,33864,0.0
4529,145613,0.0
856,45968,0.0
2109,160849,0.0
9632,88732,0.0
552,65855,0.0
1853,11138,0.0
2783,47316,0.0
18357,147374,0.0
3527,70750,0.0
8834,114570,0.0
22401,92748,0.0
848,141109,0.0
14387,52334,0.0
16793,138807,0.0
7487,97918,0.0
2992,90531,0.0
19893,123111,0.0
922,84521,0.0
9669,101904,0.0
590,153255,0.0
771,122586,0.0
13868,19297,0.0
11617,46652,0.0
7386,79316,0.0
247,119122,0.0
8307,156978,0.0
7436,72712,0.0
48,30586,0.0
925,63064,0.0
15862,94439,0.0
11227,52030,0.0
1978,136368,0.0
720,58844,0.0
373,111238,0.0
4214,106450,0.0
6326,107387,0.0
4461,81844,0.0
5246,2475,0.0
44,38528,0.0
165,52487,0.0
14470,86408,0.0
2701,91374,0.0
5694,8986,0.0
1027,98882,0.0
1676,39975,0.0
1027,65759,0.0
1197,53558,0.0
7299,146998,0.0
7636,39515,0.0
7353,56232,0.0
3155,166586,0.0
5873,44513,0.0
21334,39101,0.0
5055,53190,0.0
9977,130507,0.0
2748,136285,0.0
1298,113716,0.0
357,21118,0.0
653,28928,0.0
10947,13347,0.0
13490,99459,0.0
1035,95432,0.0
485,133472,0.0
3888,1683,0.0
24098,99682,0.0
7592,52698,0.0
241,83904,0.0
16336,68803,0.0
16420,53263,0.0
4,1829,0.0
3311,118107,0.0
5432,70144,0.0
7656,24365,0.0
6549,151081,0.0
4504,149380,0.0
13933,174019,0.0
499,60683,0.0
19358,147765,0.0
3527,146998,0.0
3051,134610,0.0
652,105207,0.0
8915,135682,0.0
1750,88000,0.0
19604,41453,0.0
485,66870,0.0
2135,100095,0.0
19859,64311,0.0
4385,84549,0.0
742,153755,0.0
19721,122680,0.0
11967,71408,0.0
7177,81826,0.0
512,75789,0.0
848,55651,0.0
880,10859,0.0
11987,64231,0.0
1463,7722,0.0
1081,89188,0.0
11253,77616,0.0
3798,175189,0.0
1124,89114,0.0
23724,63010,0.0
11084,114467,0.0
1170,36178,0.0
1572,57488,0.0
3410,91243,0.0
2550,99339,0.0
1807,150573,0.0
8653,83310,0.0
5021,170732,0.0
21797,147523,0.0
6094,38988,0.0
24824,174831,0.0
1366,33012,0.0
371,235,0.0
77,10489,0.0
6658,112249,0.0
5012,20573,0.0
2545,43103,0.0
1735,117243,0.0
22286,161692,0.0
2523,90606,0.0
312,147290,0.0
7374,75805,0.0
384,8549,0.0
4390,26421,0.0
2701,145863,0.0
243,169878,0.0
4506,1944,0.0
1927,58205,0.0
5747,40382,0.0
485,30879,0.0
4390,110162,0.0
2419,166212,0.0
728,129622,0.0
13422,158221,0.0
1280,33099,0.0
3640,48808,0.0
18215,24904,0.0
4917,98280,0.0
3491,18122,0.0
17221,116693,0.0
6893,163308,0.0
11047,28839,0.0
4992,92697,0.0
4526,138674,0.0
16193,97448,0.0
6317,16435,0.0
2277,172009,0.0
3207,42498,0.0
9855,39011,0.0
2114,125197,0.0
14794,171808,0.0
2292,171733,0.0
44,19087,0.0
14327,55545,0.0
15329,89113,0.0
5188,48385,0.0
2882,167963,0.0
12499,41918,0.0
8839,89113,0.0
2767,149428,0.0
145,144474,0.0
5708,60843,0.0
3445,153047,0.0
2382,91259,0.0
82,72857,0.0
8521,12133,0.0
14928,89715,0.0
340,115906,0.0
3929,178084,0.0
540,146605,0.0
13954,133064,0.0
785,121219,0.0
317,102557,0.0
2375,62527,0.0
6887,30332,0.0
3527,124493,0.0
10320,151446,0.0
812,35402,0.0
3410,161228,0.0
50,110951,0.0
22847,64896,0.0
485,72034,0.0
8821,135136,0.0
18553,117899,0.0
1726,44782,0.0
5188,90154,0.0
19823,89860,0.0
551,119928,0.0
1081,57069,0.0
9312,39570,0.0
5717,167154,0.0
2923,104832,0.0
8285,109735,0.0
4504,32369,0.0
3425,74751,0.0
4083,139972,0.0
2192,62550,0.0
539,63482,0.0
3876,34240,0.0
17087,146460,0.0
17914,23564,0.0
496,17985,0.0
1500,80717,0.0
2010,23116,0.0
2895,72343,0.0
552,175861,0.0
13888,31013,0.0
23996,132774,0.0
1175,46818,0.0
1569,167447,0.0
10470,7491,0.0
6589,9886,0.0
7635,55972,0.0
2156,46512,0.0
275,103812,0.0
405,23587,0.0
1170,13473,0.0
5161,117402,0.0
2112,148114,0.0
13962,147180,0.0
18010,43857,0.0
7634,129266,0.0
3197,166991,0.0
633,123020,0.0
1861,145641,0.0
3603,68092,0.0
24433,134452,0.0
2907,94136,0.0
9054,118051,0.0
907,90054,0.0
7764,45632,0.0
17556,174495,0.0
67,66228,0.0
2200,103526,0.0
7091,135547,0.0
395,49523,0.0
4114,36155,0.0
708,55872,0.0
305,115609,0.0
5245,170817,0.0
4030,68879,0.0
305,177137,0.0
4331,115545,0.0
319,63549,0.0
1826,38253,0.0
13786,111684,0.0
653,233,0.0
7647,129035,0.0
1684,87565,0.0
4387,13585,0.0
305,102761,0.0
858,74179,0.0
13358,11925,0.0
7764,11327,0.0
1409,73555,0.0
15966,67887,0.0
1966,49391,0.0
6950,28314,0.0
6039,83438,0.0
2198,166814,0.0
4218,168381,0.0
311,41858,0.0
3197,9086,0.0
19134,40564,0.0
20281,39011,0.0
2710,994,0.0
24895,153288,0.0
2920,102591,0.0
10164,33512,0.0
5165,131785,0.0
5318,57400,0.0
12892,15059,0.0
2107,108784,0.0
14086,133502,0.0
7614,47544,0.0
23075,171187,0.0
6145,3165,0.0
1487,139298,0.0
2556,167753,0.0
14314,28952,0.0
2897,169250,0.0
1463,127741,0.0
738,27478,0.0
17914,145875,0.0
560,117116,0.0
4726,57046,0.0
1535,10343,0.0
12273,34602,0.0
5962,17320,0.0
4318,137157,0.0
1483,86895,0.0
13766,63639,0.0
9691,122719,0.0
4114,67679,0.0
15732,135961,0.0
4880,9985,0.0
9211,94247,0.0
597,57937,0.0
12864,173049,0.0
275,28989,0.0
209,29809,0.0
10180,120938,0.0
632,133968,0.0
1796,21154,0.0
3497,72704,0.0
13144,58467,0.0
159,133633,0.0
15328,95700,0.0
1569,100929,0.0
220,30417,0.0
15679,88732,0.0
2096,97474,0.0
552,135582,0.0
1459,98057,0.0
146,23904,0.0
2169,39686,0.0
8900,102335,0.0
3354,135146,0.0
4519,149603,0.0
12441,70623,0.0
5885,96440,0.0
1730,107479,0.0
4268,144829,0.0
1088,94736,0.0
24450,81588,0.0
2706,28355,0.0
8452,104669,0.0
819,125741,0.0
1375,121393,0.0
3410,124188,0.0
573,177598,0.0
552,105409,0.0
633,148250,0.0
2773,44553,0.0
1263,116702,0.0
12450,66508,0.0
795,48024,0.0
11687,19549,0.0
11072,17360,0.0
7006,104261,0.0
5474,154257,0.0
1573,172379,0.0
17054,167884,0.0
305,32626,0.0
1054,77616,0.0
363,145664,0.0
1861,132422,0.0
20791,119837,0.0
369,154037,0.0
19251,134081,0.0
375,166531,0.0
3151,110194,0.0
792,174510,0.0
6229,125412,0.0
1282,46306,0.0
99,5077,0.0
1090,130064,0.0
23223,165734,0.0
2177,155433,0.0
19037,90652,0.0
5037,59949,0.0
832,113983,0.0
17332,117521,0.0
3627,151210,0.0
443,90226,0.0
529,101352,0.0
2280,131989,0.0
4493,132610,0.0
49,150229,0.0
9088,38098,0.0
380,125141,0.0
484,84529,0.0
10365,44585,0.0
12370,11886,0.0
10450,177592,0.0
12023,167472,0.0
7715,113515,0.0
380,136883,0.0
241,129731,0.0
9956,14873,0.0
282,113698,0.0
4496,155592,0.0
121,57219,0.0
7320,49734,0.0
3957,109508,0.0
2806,43171,0.0
14367,20051,0.0
14190,9651,0.0
241,150473,0.0
1440,146350,0.0
5912,81517,0.0
16080,143836,0.0
3263,123481,0.0
19514,147272,0.0
2004,2015,0.0
8166,99174,0.0
1095,22062,0.0
15204,61982,0.0
1623,133360,0.0
3718,37047,0.0
848,70672,0.0
6658,175022,0.0
4905,157749,0.0
15736,85719,0.0
2068,107242,0.0
11204,32360,0.0
156,103297,0.0
2164,59987,0.0
274,171113,0.0
15710,53623,0.0
10461,161985,0.0
11971,142488,0.0
819,41755,0.0
241,79535,0.0
1934,48727,0.0
4303,106822,0.0
1930,5037,0.0
267,44726,0.0
3939,19887,0.0
5641,37359,0.0
7375,8886,0.0
95,34846,0.0
20,33231,0.0
22352,174552,0.0
6874,52463,0.0
848,161692,0.0
16696,127000,0.0
1443,125851,0.0
17384,42031,0.0
8906,129993,0.0
52,143216,0.0
8443,12283,0.0
2147,71648,0.0
3795,152259,0.0
1229,111032,0.0
552,94615,0.0
5755,19770,0.0
7379,103590,0.0
4933,110489,0.0
14071,164203,0.0
1831,147374,0.0
3376,117899,0.0
629,139268,0.0
383,37859,0.0
4481,108291,0.0
484,105879,0.0
10033,11828,0.0
443,17936,0.0
13661,64487,0.0
23426,107863,0.0
13318,40601,0.0
9347,89095,0.0
2786,163663,0.0
73,167543,0.0
14245,154683,0.0
4328,52949,0.0
16729,46105,0.0
5430,57192,0.0
275,165274,0.0
4003,54724,0.0
3354,169975,0.0
2343,21371,0.0
1287,91247,0.0
1630,108255,0.0
2783,87661,0.0
11162,99787,0.0
7036,121509,0.0
7538,25413,0.0
21063,81609,0.0
14379,60496,0.0
8784,63569,0.0
13028,148586,0.0
6861,95633,0.0
6453,23154,0.0
632,99231,0.0
2010,56425,0.0
1861,22107,0.0
4527,24762,0.0
5733,121657,0.0
24607,101041,0.0
12111,61523,0.0
8593,141217,0.0
10560,58767,0.0
456,85867,0.0
2641,73879,0.0
2330,96004,0.0
1709,162078,0.0
1764,43696,0.0
6229,132990,0.0
13764,12801,0.0
16011,97415,0.0
11566,52463,0.0
7544,145627,0.0
15001,114480,0.0
17379,105259,0.0
305,1188,0.0
552,82095,0.0
503,154405,0.0
73,170020,0.0
4568,128647,0.0
2976,74984,0.0
7243,96027,0.0
22917,66344,0.0
5661,106194,0.0
6633,27226,0.0
4377,32435,0.0
1569,123980,0.0
712,126356,0.0
807,50153,0.0
5943,73684,0.0
4988,19832,0.0
5838,90003,0.0
1604,63810,0.0
1081,21005,0.0
1676,176926,0.0
4824,74631,0.0
13267,145695,0.0
5674,94512,0.0
5176,76253,0.0
2836,40020,0.0
2256,75464,0.0
8875,52334,0.0
7718,43490,0.0
12931,147564,0.0
305,76907,0.0
4048,172719,0.0
1034,49672,0.0
629,38871,0.0
338,39751,0.0
2522,76281,0.0
14216,162989,0.0
8593,141217,0.0
39,10153,0.0
1145,16349,0.0
18973,50909,0.0
629,5713,0.0
2178,39967,0.0
275,121457,0.0
1447,126999,0.0
6563,3483,0.0
3922,37359,0.0
220,151082,0.0
11713,100528,0.0
8487,159082,0.0
3145,3165,0.0
19387,29465,0.0
22779,125251,0.0
39,97490,0.0
3,46490,0.0
815,37330,0.0
2957,176090,0.0
5830,123995,0.0
6012,45935,0.0
484,48008,0.0
4178,27324,0.0
17622,45833,0.0
15995,116186,0.0
9013,130480,0.0
690,77354,0.0
8482,5193,0.0
1137,15076,0.0
10320,155034,0.0
4385,77550,0.0
3722,83652,0.0
3439,39308,0.0
1159,25529,0.0
12853,147507,0.0
7006,87572,0.0
20248,148648,0.0
2432,111136,0.0
15581,97738,0.0
18168,157780,0.0
8784,39225,0.0
2178,46381,0.0
12068,21935,0.0
1304,163844,0.0
2162,12032,0.0
953,304,0.0
1569,61495,0.0
15292,78832,0.0
1704,127055,0.0
2336,90106,0.0
4083,5593,0.0
267,59497,0.0
3627,60292,0.0
8,111619,0.0
7634,129266,0.0
10377,69475,0.0
395,49523,0.0
4514,46286,0.0
4861,162350,0.0
11433,155510,0.0
18134,24661,0.0
15741,73065,0.0
8590,20160,0.0
17221,116693,0.0
15187,144877,0.0
552,146418,0.0
15534,37359,0.0
1769,147654,0.0
7398,112781,0.0
2045,743,0.0
23300,156001,0.0
13116,29518,0.0
20187,170188,0.0
12414,54814,0.0
1278,91485,0.0
9316,135961,0.0
43,116843,0.0
9703,61542,0.0
5271,18734,0.0
2517,81753,0.0
2327,162065,0.0
499,143914,0.0
9824,158165,0.0
3849,132530,0.0
112,62832,0.0
19358,69364,0.0
3681,167608,0.0
552,107443,0.0
16516,66895,0.0
4,1829,0.0
629,43301,0.0
305,85901,0.0
241,61231,0.0
3828,74148,0.0
6317,43996,0.0
499,60683,0.0
23816,70381,0.0
22121,148114,0.0
1090,37774,0.0
24977,133989,0.0
10863,128254,0.0
6926,65133,0.0
10899,76859,0.0
21475,93669,0.0
20,70018,0.0
8765,48329,0.0
95,92902,0.0
23604,106217,0.0
189,95309,0.0
7709,89605,0.0
5423,95864,0.0
690,176511,0.0
13413,127000,0.0
243,112199,0.0
275,151963,0.0
9557,13479,0.0
728,48203,0.0
73,42832,0.0
1035,137158,0.0
4906,92804,0.0
22519,78213,0.0
457,78915,0.0
5398,33339,0.0
22918,171965,0.0
309,106021,0.0
17011,147752,0.0
209,42429,0.0
14466,78548,0.0
15569,28790,0.0
12632,111996,0.0
3830,108666,0.0
6589,9886,0.0
159,133633,0.0
10384,59231,0.0
69,7688,0.0
1124,111877,0.0
10571,161029,0.0
20224,69705,0.0
2169,24869,0.0
220,151891,0.0
1298,117759,0.0
248,103008,0.0
848,33609,0.0
3710,83551,0.0
830,31653,0.0
6589,13253,0.0
6036,173912,0.0
1030,61161,0.0
330,127686,0.0
712,137104,0.0
23,160348,0.0
567,140177,0.0
22686,68092,0.0
443,90226,0.0
7060,78169,0.0
19492,118051,0.0
3860,126521,0.0
19862,151908,0.0
1437,135732,0.0
629,121494,0.0
141,138837,0.0
7353,148802,0.0
4994,68663,0.0
21980,162012,0.0
3229,37204,0.0
24654,89715,0.0
1755,129738,0.0
11165,54395,0.0
15292,39969,0.0
819,89051,0.0
1145,6728,0.0
1543,114607,0.0
22935,52334,0.0
2408,103638,0.0
19549,154689,0.0
1610,72253,0.0
1781,66315,0.0
15183,72207,0.0
100,69518,0.0
17069,20764,0.0
1683,15227,0.0
5131,41272,0.0
11423,76303,0.0
11317,23538,0.0
9028,138553,0.0
499,16599,0.0
6589,63196,0.0
4003,44652,0.0
2106,37359,0.0
112,13174,0.0
699,54984,0.0
630,123796,0.0
929,168407,0.0
1283,137008,0.0
5169,42075,0.0
2091,60734,0.0
9843,47854,0.0
1878,19985,0.0
1287,168595,0.0
2304,118755,0.0
322,697,0.0
104,64776,0.0
13055,33108,0.0
9759,35098,0.0
1827,31894,0.0
23643,84437,0.0
10779,16605,0.0
9143,66961,0.0
12241,84206,0.0
2096,62883,0.0
6485,648,0.0
464,121513,0.0
11433,147036,0.0
231,108272,0.0
1346,78694,0.0
3577,22769,0.0
6032,116237,0.0
2876,30331,0.0
11965,96337,0.0
481,23441,0.0
8272,90536,0.0
499,53661,0.0
4385,54256,0.0
187,153456,0.0
1035,164056,0.0
4906,150873,0.0
1963,152928,0.0
3822,130208,0.0
3892,85149,0.0
2516,105927,0.0
1689,90904,0.0
14973,38986,0.0
5129,151004,0.0
305,98313,0.0
4385,19940,0.0
12536,136029,0.0
1853,26775,0.0
5794,33566,0.0
14240,117899,0.0
10260,35663,0.0
6589,41991,0.0
12513,23157,0.0
143,2733,0.0
13111,12810,0.0
3621,27513,0.0
819,27373,0.0
345,111048,0.0
3957,40436,0.0
4189,19049,0.0
14273,77849,0.0
19609,82060,0.0
1930,5037,0.0
20679,176543,0.0
1004,25845,0.0
3369,154432,0.0
1409,163769,0.0
1035,61534,0.0
4773,75058,0.0
78,18299,0.0
1506,131599,0.0
485,8579,0.0
3241,155967,0.0
4840,54205,0.0
4040,18606,0.0
319,81920,0.0
3571,62218,0.0
9927,164203,0.0
407,39905,0.0
481,158331,0.0
6514,3459,0.0
1726,84705,0.0
6513,80674,0.0
3491,124610,0.0
9123,110513,0.0
1848,28643,0.0
17919,111349,0.0
1175,103608,0.0
18609,99117,0.0
4463,86277,0.0
7852,52727,0.0
12239,33968,0.0
8898,74891,0.0
3655,174621,0.0
7902,66464,0.0
10183,28741,0.0
1911,30316,0.0
8417,138288,0.0
736,155677,0.0
4898,155432,0.0
21322,82611,0.0
86,25193,0.0
2432,111136,0.0
24474,108678,0.0
2727,116872,0.0
6110,51957,0.0
261,111558,0.0
7328,68366,0.0
24822,147344,0.0
4030,20181,0.0
1840,54333,0.0
5370,5289,0.0
13973,175492,0.0
16214,17768,0.0
1068,77036,0.0
19134,110863,0.0
1728,172985,0.0
7580,156249,0.0
860,26470,0.0
10,73192,0.0
3466,154551,0.0
51,166665,0.0
567,8524,0.0
21440,94950,0.0
2422,173504,0.0
2536,16668,0.0
5504,27835,0.0
1379,35986,0.0
4613,164321,0.0
9928,34647,0.0
4083,134410,0.0
13028,42272,0.0
3725,142480,0.0
4030,177496,0.0
10488,7522,0.0
19284,47209,0.0
357,102326,0.0
82,67419,0.0
2970,45023,0.0
22948,170732,0.0
552,46848,0.0
533,23940,0.0
3603,3866,0.0
2514,83871,0.0
121,168038,0.0
7858,173907,0.0
19024,27749,0.0
9546,6415,0.0
1212,8057,0.0
7749,140407,0.0
9882,47680,0.0
11883,73367,0.0
6016,96302,0.0
1728,59994,0.0
848,25063,0.0
12931,147564,0.0
8395,40062,0.0
6776,92785,0.0
1379,169992,0.0
16402,118834,0.0
11178,120621,0.0
5024,29053,0.0
21776,68273,0.0
20037,90538,0.0
8913,71408,0.0
5440,140228,0.0
598,152770,0.0
8932,51026,0.0
5453,43297,0.0
3760,12437,0.0
1124,164953,0.0
8483,153205,0.0
20812,135961,0.0
7733,72033,0.0
2096,155539,0.0
1737,39665,0.0
20,48236,0.0
5504,27835,0.0
21455,78015,0.0
4931,128347,0.0
20738,135645,0.0
10539,55772,0.0
1848,113698,0.0
13030,157141,0.0
1557,72913,0.0
7073,122887,0.0
261,65707,0.0
10637,86623,0.0
1353,63018,0.0
13692,115910,0.0
690,89811,0.0
6589,54170,0.0
1054,91292,0.0
7733,22536,0.0
3410,54570,0.0
7436,72712,0.0
3172,135961,0.0
778,103590,0.0
2112,75323,0.0
5206,105497,0.0
7962,147482,0.0
4385,20024,0.0
13996,32036,0.0
1558,127062,0.0
4889,142052,0.0
3789,128836,0.0
2813,156747,0.0
2536,147055,0.0
241,16470,0.0
3769,116831,0.0
16654,63569,0.0
4390,28341,0.0
552,73967,0.0
3284,1334,0.0
19182,54949,0.0
2344,49805,0.0
3610,97905,0.0
19106,37047,0.0
3649,66819,0.0
8112,38394,0.0
770,91081,0.0
14936,73956,0.0
1463,55237,0.0
18280,130650,0.0
9385,151737,0.0
23946,167382,0.0
243,146878,0.0
640,56425,0.0
977,37409,0.0
16300,18007,0.0
708,16219,0.0
76,27523,0.0
347,160824,0.0
22182,145501,0.0
197,142122,0.0
22405,119203,0.0
2556,31827,0.0
8219,156577,0.0
7457,171553,0.0
49,118619,0.0
319,122175,0.0
3257,23155,0.0
3559,134778,0.0
5860,137158,0.0
1265,93322,0.0
664,10951,0.0
357,108306,0.0
4385,97735,0.0
12064,95863,0.0
112,100238,0.0
10822,84776,0.0
209,110914,0.0
8255,122384,0.0
11406,167043,0.0
21559,40269,0.0
4532,70918,0.0
909,161629,0.0
2231,16948,0.0
78,124019,0.0
10170,7066,0.0
6415,81143,0.0
5165,21243,0.0
14719,14582,0.0
5189,97954,0.0
338,116835,0.0
20187,170188,0.0
110,151347,0.0
925,63064,0.0
3277,81738,0.0
4519,167442,0.0
1601,29146,0.0
1351,5645,0.0
2334,24603,0.0
2543,64535,0.0
14277,164203,0.0
16287,33640,0.0
9187,19461,0.0
2357,23031,0.0
3254,48161,0.0
95,95423,0.0
712,81549,0.0
8907,142488,0.0
712,133311,0.0
6333,8666,0.0
19113,28173,0.0
398,44513,0.0
636,73487,0.0
552,124609,0.0
16881,162873,0.0
4147,104832,0.0
24871,166665,0.0
3257,23155,0.0
3535,83554,0.0
2357,74148,0.0
11322,151474,0.0
110,66693,0.0
11321,45497,0.0
319,176716,0.0
2432,111136,0.0
1028,150762,0.0
4908,67599,0.0
11373,8673,0.0
1602,1261,0.0
18851,94816,0.0
5455,63569,0.0
18735,85230,0.0
7458,172148,0.0
221,72560,0.0
121,101054,0.0
15931,136342,0.0
3140,4203,0.0
152,61309,0.0
7455,121932,0.0
11851,147344,0.0
711,160687,0.0
305,59793,0.0
22340,147872,0.0
4743,91135,0.0
2727,32471,0.0
348,75233,0.0
5235,162463,0.0
14235,34287,0.0
474,30184,0.0
5717,167154,0.0
23310,55596,0.0
8593,22455,0.0
13695,84705,0.0
7527,95359,0.0
1030,114766,0.0
5157,96025,0.0
314,131441,0.0
9856,25495,0.0
3410,175182,0.0
8594,22373,0.0
14057,48329,0.0
2169,102570,0.0
15030,17415,0.0
15535,82665,0.0
2535,69585,0.0
1689,74148,0.0
21931,43057,0.0
377,120834,0.0
3029,36441,0.0
2107,75636,0.0
1304,133378,0.0
775,142122,0.0
11204,32360,0.0
769,19634,0.0
2192,134986,0.0
11556,135807,0.0
2798,24026,0.0
9147,78951,0.0
395,16153,0.0
1492,85066,0.0
19763,131465,0.0
3354,135146,0.0
7191,165421,0.0
10034,175691,0.0
12240,31468,0.0
124,140062,0.0
3954,10830,0.0
291,111119,0.0
291,27243,0.0
3040,74970,0.0
3923,98739,0.0
2390,75942,0.0
848,46075,0.0
120,124602,0.0
4002,47746,0.0
629,151693,0.0
221,104104,0.0
4452,86859,0.0
2169,130230,0.0
18157,167732,0.0
3830,94448,0.0
12645,79587,0.0
27,103808,0.0
7516,96802,0.0
7830,170802,0.0
4385,39897,0.0
5286,6427,0.0
947,88241,0.0
16975,83359,0.0
1569,109021,0.0
16671,24554,0.0
5286,24735,0.0
3109,102835,0.0
305,23536,0.0
485,133472,0.0
629,71579,0.0
15543,37359,0.0
17029,137102,0.0
4861,162350,0.0
2732,37409,0.0
11320,8583,0.0
219,108372,0.0
39,155187,0.0
7059,89184,0.0
12045,9564,0.0
1786,92681,0.0
1336,16435,0.0
2098,20694,0.0
10141,45256,0.0
2336,44366,0.0
17547,159188,0.0
11179,61084,0.0
732,49694,0.0
1604,134261,0.0
4812,94846,0.0
2257,71493,0.0
1595,143012,0.0
12354,168671,0.0
1101,170943,0.0
793,21361,0.0
16892,36430,0.0
1277,48700,0.0
19094,161114,0.0
1028,150762,0.0
799,86412,0.0
590,54763,0.0
100,32135,0.0
6767,173415,0.0
11817,110876,0.0
7614,92854,0.0
8443,112224,0.0
2513,42288,0.0
3577,144010,0.0
18751,33143,0.0
16774,91883,0.0
12306,44513,0.0
19272,157037,0.0
1624,107470,0.0
2514,149517,0.0
17,111080,0.0
16493,113825,0.0
3211,109444,0.0
325,121838,0.0
4332,87195,0.0
15650,148114,0.0
82,172624,0.0
9689,65899,0.0
9890,124503,0.0
12524,155867,0.0
2786,105656,0.0
3577,109216,0.0
18330,127083,0.0
627,35416,0.0
395,7004,0.0
17616,129470,0.0
1027,162623,0.0
4665,161785,0.0
14133,69627,0.0
1559,126208,0.0
8661,43952,0.0
1379,143553,0.0
2836,178223,0.0
221,158949,0.0
5474,106923,0.0
10208,27225,0.0
6453,23154,0.0
3892,168802,0.0
1769,147654,0.0
19594,101334,0.0
13201,70144,0.0
18074,81126,0.0
11047,28839,0.0
8604,7195,0.0
5783,120103,0.0
5965,39613,0.0
10791,45833,0.0
7151,32114,0.0
261,25199,0.0
8498,39308,0.0
4385,7567,0.0
6039,158253,0.0
100,32135,0.0
2106,37359,0.0
241,90622,0.0
5192,139315,0.0
16086,92829,0.0
21478,42512,0.0
15895,16914,0.0
1782,104401,0.0
15038,167554,0.0
157,40459,0.0
19907,80260,0.0
238,127772,0.0
4083,64659,0.0
5571,18395,0.0
346,66500,0.0
24080,93340,0.0
405,104477,0.0
1855,113355,0.0
22359,174961,0.0
16465,163309,0.0
7261,50293,0.0
819,87690,0.0
6824,3773,0.0
24871,166665,0.0
2640,132474,0.0
6729,3660,0.0
259,156510,0.0
6140,158888,0.0
245,176502,0.0
1438,165641,0.0
14071,39913,0.0
922,128803,0.0
7112,135961,0.0
8179,157740,0.0
86,25193,0.0
9088,38098,0.0
8839,89113,0.0
1848,39541,0.0
2889,112492,0.0
1595,8107,0.0
315,107865,0.0
629,21565,0.0
262,159085,0.0
2425,79996,0.0
7614,92854,0.0
480,37047,0.0
10102,134808,0.0
1840,54333,0.0
929,93051,0.0
836,136059,0.0
9759,35098,0.0
9209,156987,0.0
20728,131828,0.0
5022,102144,0.0
3090,13489,0.0
16971,141260,0.0
5440,134610,0.0
27,4678,0.0
140,153314,0.0
82,158309,0.0
5598,171717,0.0
9324,139025,0.0
1054,82451,0.0
